Af_As_syn	Af_As_ns	Af_An_syn	Af_An_ns	As_An_syn	As_An_ns	As_syn_pol	As_ns_pol	Afr_syn_pol	Afr_ns_pol	len	stat	CDS
7	4	9	4	6	0	3	3	5	4	2313	0.117857142857143	rna17842_gene=LRFN1
1	0	7	5	6	5	1	0	10	2	2247	3.46428571428571	rna17844_gene=SAMD4B
3	1	5	0	4	1	2	0	3	0	1575	0.366666666666667	rna17845_gene=PAF1
0	0	2	0	2	0	0	0	0	0	531	-0.333333333333333	rna17846_gene=MED29
7	3	11	12	4	11	5	9	4	1	4077	3.84833333333333	rna17848_gene=PLEKHG2
0	0	2	0	2	0	1	0	0	0	441	-1	rna17849_gene=RPS16
1	1	2	1	1	0	2	0	0	0	426	-0.833333333333333	rna17850_gene=IL-15L
3	0	8	0	9	0	8	1	5	0	3264	-0.0083333333333333	rna17851_gene=SUPT5H
2	0	3	4	3	4	0	0	1	0	1218	3.41666666666667	rna17854_gene=TIMM50
3	5	3	3	3	6	1	0	0	1	1398	1	rna17855_gene=DLL3
1	1	1	2	0	1	1	2	0	1	645	1.41666666666667	rna17856_gene=LOC102148224
2	0	2	2	0	2	0	2	0	0	813	1.88888888888889	rna17857_gene=EID2
1	0	4	0	3	0	1	0	1	0	1581	-0.1	rna17858_gene=DYRK1B
2	0	2	0	0	0	2	0	0	0	1053	2.33333333333333	rna17859_gene=FBL
26	6	32	17	18	17	15	3	4	0	7143	5.47970937444622	rna17860_gene=FCGBP
4	2	5	2	1	0	3	0	6	0	1257	3.1	rna17861_gene=PSMC4
1	1	1	2	2	3	0	0	0	0	2340	1.83333333333333	rna17862_gene=ZNF546
4	4	5	3	3	1	0	3	2	3	3144	0.375	rna17867_gene=LOC100067836
1	0	2	0	1	0	1	3	0	1	903	0.166666666666667	rna17869_gene=EQUCABV1R901
0	2	0	1	0	1	0	0	0	0	663	1	rna17871_gene=TTC9B
0	0	0	1	0	1	0	2	0	0	330	2.33333333333333	rna17872_gene=CNTD2
4	0	3	0	5	0	2	0	2	0	1446	0.65	rna17875_gene=AKT2
0	0	2	0	2	0	3	0	0	1	696	-2.5	rna17876_gene=C10H19orf47
1	0	3	0	2	0	1	2	1	0	1473	0.388888888888889	rna17877_gene=PLD3
2	1	3	2	3	1	4	1	0	1	2082	-0.0416666666666665	rna17882_gene=HIPK4
7	5	9	14	2	9	5	6	4	2	3381	4.71428571428572	rna17883_gene=LOC102148561
1	0	1	0	0	0	0	0	0	0	444	1	rna17884_gene=LOC100068085
2	0	2	0	0	0	0	1	2	3	738	0.583333333333333	rna17885_gene=SERTAD1
1	1	2	2	1	1	0	2	3	0	588	4	rna17886_gene=SERTAD3
1	0	1	0	0	0	1	0	1	0	624	2	rna17887_gene=BLVRB
9	3	14	10	9	7	7	4	3	2	6297	1.61777777777778	rna17888_gene=SPTBN4
3	1	5	2	2	1	4	0	3	2	2112	1.5	rna17889_gene=SHKBP1
6	6	8	9	8	13	4	2	2	1	3513	2.59259259259259	rna17890_gene=LTBP4
4	0	3	2	3	2	7	0	4	0	1656	8.15	rna17891_gene=NUMBL
1	0	3	4	2	4	4	4	0	1	1611	1.79166666666667	rna17895_gene=ADCK4
1	2	3	3	2	1	7	4	1	0	1998	0.666666666666667	rna17897_gene=ITPKC
3	2	2	2	3	2	3	0	0	1	1116	0.5	rna17898_gene=C10H19orf54
1	0	1	0	0	0	0	0	0	0	393	1	rna17901_gene=MIA
0	0	2	0	2	0	4	0	0	0	660	-3	rna17904_gene=RAB4B
1	0	0	3	1	3	4	8	1	0	825	8.83333333333333	rna17906_gene=LOC100068295
1	0	2	3	1	3	2	4	1	4	1515	1.43333333333333	rna17907_gene=LOC100068315
2	3	2	3	4	4	0	5	3	3	1461	1.27777777777778	rna17908_gene=LOC100068334
2	2	4	5	2	3	10	13	5	9	1485	0.981904761904762	rna17909_gene=CYP2A13
2	3	3	3	1	0	4	2	0	0	1485	-0.388888888888889	rna17910_gene=LOC100146413
1	2	3	5	2	3	5	6	1	0	1485	2.85714285714286	rna17911_gene=LOC100068510
0	5	2	6	2	3	9	25	16	42	1557	-0.872391174716756	rna17912_gene=LOC100068569
3	1	3	3	3	2	24	46	30	60	1482	0.641175444715731	rna17913_gene=LOC100068603
1	1	1	1	0	0	0	0	1	1	1230	1	rna17914_gene=LOC100147675
3	1	4	2	1	1	1	0	2	0	2664	2.8	rna17915_gene=AXL
2	0	3	0	1	0	2	1	3	0	2577	1.25	rna17918_gene=HNRNPUL1
2	1	3	2	1	1	1	1	0	0	1035	1.08333333333333	rna17923_gene=CCDC97
2	0	2	0	0	0	2	0	0	0	1176	2.33333333333333	rna17924_gene=TGFB1
1	0	1	0	0	0	2	0	0	0	528	2	rna17926_gene=B9D2
1	2	1	2	0	0	2	0	0	0	738	0	rna17928_gene=TMEM91
2	1	2	2	0	1	1	2	0	0	792	1.88888888888889	rna17933_gene=EXOSC5
2	0	2	1	0	1	1	1	0	1	1404	2	rna17934_gene=BCKDHA
1	1	1	1	2	2	1	3	0	0	1194	1	rna17939_gene=B3GNT8
1	2	4	2	3	0	2	2	1	0	774	-0.05	rna17940_gene=ATP5SL
0	1	0	3	0	2	2	0	1	0	489	11	rna17941_gene=LOC100630359
1	0	0	1	1	1	1	0	1	1	483	3	rna17942_gene=LOC100630385
0	1	0	2	0	1	0	0	0	0	489	3	rna17944_gene=LOC100630409
0	3	0	3	0	0	1	4	0	1	432	0.8	rna17945_gene=LOC106781831
0	2	0	2	0	0	4	4	2	4	339	-0.2	rna17946_gene=ERICH4
2	2	7	12	7	12	4	11	3	2	1353	2.42708333333333	rna17959_gene=LOC100069277
2	3	4	6	4	3	7	15	9	10	1629	1.00606060606061	rna17961_gene=LOC100069287
0	0	1	0	1	0	0	0	2	0	360	1	rna17962_gene=LOC100630667
1	2	5	7	4	7	4	6	2	3	1071	1.07142857142857	rna17963_gene=LOC100069407
0	1	0	3	0	2	1	6	1	1	684	4.28571428571429	rna17964_gene=LOC100147014
1	3	1	3	0	0	0	4	1	2	852	1.13333333333333	rna17967_gene=LOC100069585
4	0	3	1	1	1	4	12	1	6	1071	0.45054945054945	rna17969_gene=LOC106781838
1	1	3	2	2	1	2	0	2	2	1626	-0.25	rna17970_gene=LOC100069598
11	2	17	8	6	6	3	4	2	3	7719	0.975	rna17979_gene=MEGF8
1	1	1	0	0	1	1	2	1	0	1404	1.66666666666667	rna17981_gene=TMEM145
2	1	1	1	1	0	1	1	0	1	1074	0.333333333333333	rna17982_gene=PRR19
1	0	1	0	0	0	0	0	0	0	696	1	rna17984_gene=PAFAH1B3
7	4	17	4	14	2	0	2	6	1	7575	0.830555555555556	rna17986_gene=CIC
1	0	0	0	1	0	7	1	2	0	1443	3	rna17987_gene=ERF
1	0	4	3	3	3	0	0	1	0	1155	2.1	rna17988_gene=GSK3A
2	2	3	4	3	2	2	2	2	0	1860	3.5	rna17989_gene=ZNF526
2	1	3	1	1	0	2	0	0	0	984	0	rna17990_gene=DEDD2
1	0	3	1	2	1	2	0	0	0	1797	1	rna17994_gene=POU2F2
4	0	7	0	3	0	5	0	2	0	2691	0.675	rna17995_gene=ZNF574
3	0	2	0	1	0	4	0	2	0	1866	2.25	rna17996_gene=GRIK5
7	0	12	0	5	0	2	0	0	0	3147	0.201923076923077	rna17997_gene=ATP1A3
0	0	0	2	0	2	0	0	0	0	354	5	rna17999_gene=LOC100629122
0	0	1	0	1	0	1	0	1	0	687	0	rna18002_gene=CD79A
0	3	1	4	1	3	2	3	0	0	1149	1	rna18005_gene=DMRTC2
1	1	2	2	3	1	1	1	0	0	741	0.5	rna18006_gene=LYPD4
0	0	1	1	1	1	1	0	0	0	711	1	rna18010_gene=LOC106780859
3	12	6	10	7	12	11	15	9	17	1848	-0.345734126984127	rna18012_gene=LOC100069954
2	2	2	4	4	4	7	7	3	4	1569	1.33333333333333	rna18019_gene=LOC100065387
1	9	4	10	3	7	9	40	9	35	1371	-0.12059620596206	rna18021_gene=LOC100069985
1	4	1	9	2	6	6	22	4	17	1254	1.33816425120773	rna18023_gene=LOC106783279
0	0	2	0	2	0	4	12	5	10	483	-0.0745920745920746	rna18024_gene=LOC100070023
2	2	2	3	2	3	2	4	2	3	681	1.2	rna18025_gene=LOC102149794
0	0	1	1	1	1	3	1	3	0	750	4	rna18026_gene=TEX101
0	3	0	3	0	0	1	1	0	1	393	-1	rna18029_gene=LOC100065413
3	3	2	3	1	0	1	0	1	1	438	0.333333333333333	rna18030_gene=BSP1
0	0	1	3	1	3	1	2	0	0	396	2.66666666666667	rna18031_gene=BSP2
0	3	0	3	0	0	2	0	1	2	396	-6.33333333333333	rna18032_gene=LOC100070087
3	1	4	3	3	2	1	0	0	0	1056	1.3	rna18034_gene=LYPD3
3	0	10	4	7	4	3	2	0	2	2163	0.651515151515152	rna18035_gene=PHLDB3
0	1	0	1	0	0	2	0	3	0	765	5	rna18036_gene=ETHE1
0	0	0	2	0	2	0	0	1	0	741	8	rna18037_gene=ZNF575
1	2	2	3	1	1	2	1	4	2	1893	1.47222222222222	rna18041_gene=XRCC1
1	0	1	3	0	3	4	6	1	3	1140	3.5	rna18046_gene=IRGQ
1	0	1	0	0	0	3	0	1	2	672	2.33333333333333	rna18050_gene=ZNF576
0	0	1	0	1	0	0	0	1	0	540	0.5	rna18054_gene=ZNF428
0	0	1	0	1	0	2	0	0	0	1131	-1	rna18055_gene=CADM4
3	0	2	0	1	0	4	1	2	4	1005	0.825	rna18056_gene=PLAUR
1	1	5	1	4	0	7	0	1	1	1395	-6.06666666666667	rna18057_gene=IRGC
0	2	3	4	3	2	3	0	1	0	1563	-6.5	rna18061_gene=SMG9
0	0	0	2	0	2	1	0	0	0	504	7	rna18064_gene=KCNN4
0	3	1	6	1	3	3	4	3	2	807	3.06666666666667	rna18065_gene=LYPD5
0	0	1	4	1	4	1	1	0	1	1953	2.75	rna18066_gene=ZNF283
2	1	4	2	4	1	22	32	33	37	1659	0.350983519404572	rna18070_gene=ZNF404
0	0	0	8	0	8	34	28	35	27	2091	21.2266009852217	rna18072_gene=ZNF45
1	0	3	3	4	3	17	14	27	35	1626	1.13777777777778	rna18081_gene=LOC102151031
1	0	2	3	1	3	2	2	2	4	2010	2.3	rna18082_gene=LOC100629690
1	1	2	5	3	4	1	2	1	0	2532	4.16666666666667	rna18083_gene=ZNF226
1	6	0	4	1	2	1	0	0	0	2439	1	rna18090_gene=ZNF227
0	0	3	1	3	1	1	1	0	2	1251	-0.333333333333333	rna18097_gene=ZNF233
4	0	9	1	7	1	22	13	17	6	2244	0.596428571428572	rna18099_gene=ZNF235
0	0	1	3	1	3	6	3	0	3	2781	2.25	rna18101_gene=ZNF112
1	1	4	7	3	6	6	8	1	5	1788	1.11666666666667	rna18103_gene=ZNF285
3	10	7	17	6	17	17	17	4	10	2439	0.844155844155845	rna18104_gene=ZNF229
0	2	1	5	1	5	2	8	2	5	1992	1.5	rna18106_gene=ZNF180
4	2	9	9	7	7	4	6	0	4	1164	0.485714285714286	rna18108_gene=CEACAM20
1	1	3	5	2	4	1	4	1	2	375	1.26666666666667	rna18109_gene=IGSF23
2	4	3	5	3	4	2	3	1	0	1176	2.6875	rna18113_gene=LOC100070567
0	1	1	4	1	5	4	5	3	3	1020	3.33333333333333	rna18114_gene=CEACAM19
5	3	10	3	5	0	9	4	2	0	1329	0.0909090909090911	rna18118_gene=CEACAM16
2	0	6	6	4	6	3	3	2	0	1413	4.06666666666667	rna18122_gene=CBLC
3	1	4	5	1	4	6	3	2	1	1866	5.3	rna18123_gene=BCAM
0	0	1	0	1	0	2	1	3	1	1626	0.25	rna18124_gene=PVRL2
0	0	3	0	3	0	3	2	3	2	795	-0.666666666666667	rna18126_gene=TOMM40
1	3	3	4	2	1	4	12	2	5	843	0.112179487179487	rna18127_gene=LOC100070639
1	2	2	1	1	1	3	0	0	0	735	-1.33333333333333	rna18128_gene=APOE
1	3	2	2	1	3	3	6	0	5	327	0.166666666666667	rna18130_gene=LOC102147831
0	0	0	2	0	2	1	2	2	0	483	10.3333333333333	rna18132_gene=APOC1
0	1	2	2	2	1	0	0	0	0	384	-0.333333333333333	rna18133_gene=APOC4
0	0	0	1	0	1	0	1	0	0	306	2.5	rna18134_gene=APOC2
2	3	3	7	1	6	4	1	4	2	2088	8.75	rna18135_gene=CLPTM1
1	0	1	0	0	0	4	0	0	0	951	3	rna18137_gene=RELB
8	4	7	4	1	0	4	1	2	0	2196	1.73611111111111	rna18138_gene=CLASRP
0	0	1	2	1	2	4	0	4	0	1002	10	rna18139_gene=ZNF296
5	0	5	8	2	8	2	2	0	0	2127	4.33333333333333	rna18140_gene=PPP1R37
1	0	2	0	3	0	0	0	0	0	396	0.0833333333333333	rna18141_gene=GEMIN7
3	0	4	1	1	1	3	2	0	0	582	1.4	rna18143_gene=NKPD1
0	0	0	1	0	1	1	1	0	0	561	3	rna18150_gene=TRAPPC6A
0	1	0	1	0	0	0	0	0	0	666	1	rna18154_gene=BLOC1S3
1	2	3	2	2	2	4	0	1	0	528	-1	rna18155_gene=LOC100070719
1	2	9	8	8	6	3	0	0	2	1182	-2.58888888888889	rna18157_gene=EXOC3L2
4	3	9	6	7	5	5	1	1	0	2388	1.25	rna18158_gene=MARK4
1	0	2	0	1	0	2	0	0	0	1146	0.333333333333333	rna18159_gene=CKM
4	6	4	10	2	6	6	0	2	2	1446	8.73333333333333	rna18160_gene=KLC3
5	3	13	4	10	1	6	1	2	0	2301	-0.625541125541125	rna18161_gene=ERCC2
7	4	10	3	5	3	4	3	5	1	2316	1.14299242424242	rna18162_gene=PPP1R13L
0	1	3	5	3	4	1	6	2	2	1593	1.28571428571429	rna18163_gene=CD3EAP
0	1	2	1	2	0	0	0	3	0	876	1	rna18165_gene=ERCC1
1	1	1	3	0	2	0	0	1	2	1428	3.33333333333333	rna18168_gene=RTN2
0	0	4	0	4	0	2	1	0	1	1236	-1.1	rna18169_gene=PPM1N
1	0	5	0	4	0	2	0	0	1	1158	-0.816666666666667	rna18170_gene=VASP
0	1	1	3	1	4	11	14	12	31	561	1.2125	rna18171_gene=OPA3
3	0	4	1	3	1	3	0	1	0	1080	1.8	rna18172_gene=GPR4
2	0	6	0	4	0	5	0	1	0	2547	-0.514285714285714	rna18173_gene=EML2
1	4	4	3	3	1	8	1	0	1	1401	-8.6	rna18176_gene=GIPR
3	0	4	0	5	0	6	0	0	0	357	-0.383333333333333	rna18177_gene=SNRPD2
1	0	1	0	0	0	0	0	1	0	1152	1.5	rna18178_gene=QPCTL
3	0	6	5	3	5	1	1	0	1	1818	1.67857142857143	rna18179_gene=FBXO46
2	4	5	5	5	1	5	3	1	1	1905	-1	rna18180_gene=BHMG1
1	4	3	5	2	3	1	3	0	1	1593	0.166666666666667	rna18181_gene=SIX5
1	0	2	7	3	7	1	2	1	0	1344	6.33333333333333	rna18182_gene=DMPK
5	0	5	1	2	1	5	2	1	1	1839	1.33333333333333	rna18183_gene=DMWD
1	1	0	4	1	3	4	1	1	0	1653	12.5	rna18184_gene=RSPH6A
3	0	6	0	3	0	9	0	6	0	3561	1	rna18185_gene=SYMPK
2	0	4	4	2	4	12	3	21	4	1113	8.73333333333333	rna18186_gene=FOXA3
0	0	2	0	2	0	5	1	1	0	1698	-1.33333333333333	rna18187_gene=IRF2BP1
1	2	0	2	1	0	0	0	2	1	777	3.5	rna18188_gene=MYPOP
2	1	3	5	1	4	4	8	7	9	1101	2.21851851851852	rna18193_gene=CCDC61
2	0	3	0	3	0	4	10	8	11	687	0.149621212121212	rna18200_gene=LOC100071039
0	0	0	1	0	1	1	0	1	0	351	6	rna18201_gene=LOC100071047
1	0	0	0	1	0	1	2	1	1	351	1	rna18204_gene=LOC100630711
3	5	6	4	3	1	1	8	1	7	582	-0.0436507936507937	rna18205_gene=LOC100071074
2	1	4	1	4	0	4	0	1	3	1767	-2.13333333333333	rna18210_gene=HIF3A
1	0	2	0	1	0	0	2	0	0	1467	0.333333333333333	rna18211_gene=PPP5C
1	0	2	0	1	0	3	0	0	0	1737	0.333333333333333	rna18212_gene=CCDC8
2	0	3	5	3	5	3	8	6	3	1470	3.14351851851852	rna18214_gene=PNMAL1
3	3	7	18	4	17	2	20	5	6	1476	2.40714285714286	rna18215_gene=PNMAL2
1	0	3	0	2	0	2	0	1	0	450	0	rna18216_gene=CALM3
1	2	4	0	3	2	3	2	5	3	1179	-0.7	rna18217_gene=PTGIR
0	0	1	0	1	0	0	0	0	0	213	0	rna18218_gene=GNG8
0	3	2	4	2	1	0	0	0	1	894	-2.5	rna18219_gene=DACT3
3	1	5	3	6	2	4	1	2	0	1749	1.82142857142857	rna18220_gene=LOC100146513
0	0	1	0	1	0	0	0	1	0	549	0.5	rna18221_gene=LOC102149558
3	1	6	1	3	0	8	0	6	2	2199	-1.58333333333333	rna18222_gene=STRN4
2	6	4	7	2	1	2	1	2	0	1197	2.3	rna18223_gene=FKRP
2	1	4	2	4	1	3	2	4	1	1617	1.14444444444444	rna18224_gene=SLC1A5
2	0	2	0	0	0	4	0	4	1	429	4.16666666666667	rna18225_gene=AP2S1
4	0	7	2	5	2	12	1	2	1	4503	2.5125	rna18226_gene=ARHGAP35
3	2	7	4	4	2	1	1	1	3	1440	0.1625	rna18227_gene=NPAS1
1	0	2	3	1	3	0	0	1	0	369	4.16666666666667	rna18228_gene=TMEM160
5	6	13	5	13	1	9	3	0	1	3864	-2.34523809523809	rna18229_gene=ZC3H4
1	0	3	0	2	0	2	0	0	0	912	-0.25	rna18230_gene=SAE1
3	2	5	3	2	3	5	2	2	0	1590	3.16666666666667	rna18233_gene=CCDC9
2	1	1	10	1	9	8	3	2	1	1059	18	rna18234_gene=C5AR1
1	2	1	6	1	4	5	3	3	2	1014	6.16666666666667	rna18235_gene=C5AR2
9	2	14	3	12	3	15	8	3	9	3444	0.12034188034188	rna18236_gene=DHX34
1	1	4	5	3	4	1	3	0	0	1350	1.325	rna18239_gene=MEIS3
5	1	8	1	5	2	4	4	2	0	1656	0.833333333333333	rna18242_gene=SLC8A2
0	0	1	9	1	9	2	1	3	0	1263	26	rna18243_gene=KPTN
3	0	5	0	4	0	1	0	2	0	888	0.4	rna18244_gene=NAPA
13	6	24	13	11	7	16	7	7	7	4062	0.914166666666667	rna18245_gene=ZNF541
1	0	3	1	4	1	3	2	1	1	1155	0.366666666666667	rna18246_gene=GLTSCR1
0	1	0	0	0	1	0	1	0	0	264	1	rna18249_gene=SEPW1
2	1	4	4	2	3	6	15	5	14	855	0.691666666666667	rna18250_gene=LOC100050266
2	0	2	6	3	6	2	2	1	2	750	2.97222222222222	rna18251_gene=CRX
2	2	1	3	3	1	5	13	1	9	861	0.185714285714286	rna18252_gene=SULT2A1
2	1	2	2	0	1	1	1	0	1	498	1.83333333333333	rna18253_gene=LOC100050400
1	1	2	3	1	2	2	13	3	9	735	0.64047619047619	rna18254_gene=LOC100052843
0	0	4	6	4	6	1	10	0	14	858	0.166060606060606	rna18255_gene=LOC100050329
1	0	2	4	1	4	6	23	4	13	861	1.17857142857143	rna18256_gene=LOC100052993
1	1	1	0	2	1	2	6	1	3	864	0.107142857142857	rna18257_gene=LOC100050557
0	0	2	0	2	0	1	1	0	0	387	-0.333333333333333	rna18258_gene=LOC106781464
1	1	1	1	0	0	1	1	0	0	369	1	rna18259_gene=LOC100629393
0	3	1	3	1	6	1	2	0	0	723	1.66666666666667	rna18260_gene=ELSPBP1
0	0	3	1	3	1	2	0	0	1	522	-1.25	rna18261_gene=CABP5
7	3	12	6	9	5	12	2	6	6	2742	0.971794871794871	rna18262_gene=LIG1
3	0	7	7	6	7	3	6	2	3	2370	1.26020408163265	rna18265_gene=C10H19orf68
5	9	5	13	2	6	1	5	2	2	1305	2.55555555555556	rna18266_gene=LOC102148671
0	1	3	7	3	6	6	11	4	7	948	1.10416666666667	rna18267_gene=EQUCABV1R933
3	1	8	3	8	2	3	4	3	1	945	0.755555555555555	rna18268_gene=EQUCABV1R934
1	3	1	5	0	6	3	12	7	16	948	2.95022624434389	rna18269_gene=EQUCABV1R935
2	4	8	10	6	11	3	9	3	7	927	0.63015873015873	rna18270_gene=EQUCABV1R936
0	2	0	6	0	4	0	5	1	1	1224	7.33333333333333	rna18271_gene=ZNF114
3	1	3	3	4	4	4	2	3	1	2028	2.83333333333333	rna18274_gene=CCDC114
0	0	1	0	1	0	0	0	0	0	492	0	rna18276_gene=EMP3
1	0	2	0	1	0	2	0	2	0	1380	1	rna18278_gene=TMEM143
0	1	1	2	1	1	3	4	1	2	705	0.2	rna18279_gene=SYNGR4
0	0	1	0	1	0	1	0	0	0	639	-0.5	rna18283_gene=KDELR1
1	1	3	3	2	2	2	1	1	0	1248	2	rna18284_gene=GRIN2D
3	0	7	1	4	1	10	2	3	1	1341	1.05	rna18285_gene=GRWD1
0	0	1	1	1	1	2	0	1	0	909	2	rna18286_gene=KCNJ14
0	0	2	3	2	3	1	0	4	0	1266	7.33333333333333	rna18287_gene=CYTH2
2	2	2	1	0	1	2	4	0	1	1593	0.933333333333333	rna18288_gene=LMTK3
4	0	6	1	2	1	3	1	1	0	1023	1.5047619047619	rna18289_gene=SULT2B1
2	1	4	2	2	1	3	3	6	2	1218	1.4	rna18290_gene=FAM83E
0	1	2	2	2	1	0	0	1	0	381	0.666666666666667	rna18291_gene=SPACA4
1	0	2	0	3	0	1	1	4	1	567	0.583333333333333	rna18292_gene=RPL18
0	0	3	1	3	1	4	2	2	0	2028	0.666666666666667	rna18293_gene=SPHK2
1	2	1	6	0	4	2	1	0	1	972	7	rna18302_gene=DBP
2	0	2	1	0	1	5	4	3	0	1287	4.66666666666667	rna18304_gene=NTN5
2	0	5	3	5	3	3	1	5	3	1020	1.66666666666667	rna18305_gene=LOC100054216
2	0	6	4	4	4	1	0	0	2	1041	1.57142857142857	rna18308_gene=LOC100054259
7	5	15	7	10	4	4	3	3	2	1041	0.297348484848485	rna18309_gene=LOC100054308
1	1	5	3	4	2	4	6	1	1	1464	0.380952380952381	rna18314_gene=MAMSTR
1	3	5	3	4	2	6	2	1	1	2586	-2.6	rna18319_gene=RASIP1
0	0	1	1	1	1	9	0	1	4	1521	0.4	rna18323_gene=FUT1
0	0	1	0	1	0	1	1	1	0	630	0.5	rna18326_gene=FGF21
0	0	1	1	1	1	3	0	3	0	1182	4	rna18331_gene=BCAT2
1	0	3	0	2	0	2	1	0	1	813	-0.125	rna18333_gene=HSD17B14
1	1	7	0	6	1	2	1	2	2	2352	-0.946428571428571	rna18335_gene=PLEKHA4
1	2	5	4	4	4	3	6	4	3	2121	0.755952380952381	rna18337_gene=PPP1R15A
0	2	1	3	1	1	3	2	0	1	1533	-1.66666666666667	rna18339_gene=TULP2
1	0	3	0	2	0	4	0	1	0	1017	-0.333333333333333	rna18340_gene=NUCB1
3	2	3	3	0	1	5	4	2	1	1008	3	rna18341_gene=DHDH
1	0	3	0	2	0	5	0	2	1	2214	-0.625	rna18345_gene=GYS1
3	0	4	0	1	0	2	0	3	0	1392	1.55	rna18346_gene=RUVBL2
0	2	0	7	0	5	0	0	1	1	510	11	rna18347_gene=LHB
1	3	1	4	0	1	0	1	0	0	1002	2.5	rna18349_gene=LOC102148689
1	0	0	1	1	1	1	1	1	0	633	4.5	rna18350_gene=NTF4
4	2	8	9	4	7	2	0	1	2	1194	3.74074074074074	rna18351_gene=KCNA7
0	0	1	5	1	5	2	0	1	0	1119	12	rna18352_gene=SNRNP70
0	0	4	1	4	1	0	0	0	0	480	-0.2	rna18354_gene=LIN7B
2	0	2	0	2	0	9	1	8	1	3576	1.5	rna18355_gene=PPFIA3
0	3	3	5	3	6	5	4	1	4	1911	-2.1	rna18356_gene=HRC
4	5	8	8	6	3	5	8	4	1	3192	2.08095238095238	rna18357_gene=TRPM4
2	5	4	7	2	2	2	10	0	1	1344	0.527272727272727	rna18358_gene=LOC102149641
2	0	1	1	1	1	1	0	1	3	1143	1.83333333333333	rna18360_gene=LOC100055178
1	1	3	2	2	1	3	4	2	1	2397	0.858333333333333	rna18361_gene=LOC100055225
0	2	1	1	1	1	0	0	1	0	846	0	rna18362_gene=CD37
3	0	5	0	2	0	4	0	0	1	1356	0.5	rna18365_gene=TEAD2
1	1	3	1	2	0	3	2	1	0	762	0.111111111111111	rna18366_gene=DKKL1
1	0	1	2	0	2	1	4	0	0	1704	2.5	rna18367_gene=CCDC155
0	0	2	2	2	2	1	0	0	0	1368	1	rna18371_gene=SLC17A7
2	0	3	1	3	1	1	3	1	2	873	0.416666666666667	rna18372_gene=PIH1D1
3	0	9	2	8	2	9	4	5	2	2412	0.766666666666667	rna18373_gene=ALDH16A1
1	2	1	3	0	1	0	2	1	0	564	4.16666666666667	rna18377_gene=FLT3LG
1	0	3	0	2	0	5	0	0	0	612	-0.75	rna18378_gene=RPL13A
0	0	0	3	0	3	1	0	0	0	1224	10	rna18382_gene=FCGRT
1	1	4	2	3	1	0	0	0	1	903	-0.2	rna18383_gene=RCN3
2	0	2	0	0	0	0	0	0	1	915	0.833333333333333	rna18384_gene=NOSIP
1	0	4	1	5	1	1	0	1	0	999	0.466666666666667	rna18387_gene=PRRG2
12	4	17	5	13	1	8	1	4	2	4473	-0.532356532356532	rna18388_gene=PRR12
1	2	1	2	2	4	1	0	0	0	444	1.83333333333333	rna18389_gene=RRAS
5	4	11	6	6	2	0	0	3	0	2931	1.92857142857143	rna18390_gene=SCAF1
0	1	1	2	1	1	3	3	1	1	1263	0.5	rna18391_gene=IRF3
0	1	2	2	2	1	0	0	2	0	768	1.66666666666667	rna18393_gene=BCL2L12
4	0	5	0	3	0	2	0	0	0	1044	0.316666666666667	rna18396_gene=PRMT1
0	3	0	6	0	3	0	2	0	3	669	1.75	rna18397_gene=ADM5
1	4	4	4	3	2	5	3	1	4	2385	-2.225	rna18398_gene=CPT1C
2	1	2	4	0	3	5	0	2	1	1632	22.5	rna18399_gene=TSKS
3	1	11	4	10	3	8	0	4	1	3102	-0.185606060606061	rna18400_gene=AP2A1
2	0	1	2	1	2	3	3	0	4	1335	1.46666666666667	rna18401_gene=FUZ
1	0	4	0	5	0	2	0	3	1	2280	-0.6	rna18402_gene=MED25
2	3	5	3	3	0	0	4	1	1	1467	0.45	rna18403_gene=PTOV1
2	1	2	1	4	0	6	3	3	2	1566	0.0722222222222222	rna18404_gene=PNKP
2	1	5	6	5	5	3	3	3	3	1185	1.5	rna18406_gene=AKT1S1
0	0	3	2	3	2	5	0	6	1	1854	1.125	rna18407_gene=TBC1D17
1	0	1	1	0	1	3	1	3	0	777	7	rna18408_gene=IL4I1
1	0	6	3	5	3	5	3	2	0	1554	1.96428571428571	rna18409_gene=NUP62
1	2	1	1	0	1	0	3	0	0	867	1.125	rna18410_gene=ATF5
4	5	8	9	4	7	6	11	2	5	1407	0.788888888888889	rna18411_gene=LOC100147018
1	1	4	3	3	2	4	7	4	1	1362	1.84375	rna18414_gene=VRK3
8	5	11	8	7	5	4	7	9	11	2457	0.677083333333333	rna18415_gene=ZNF473
1	1	3	6	2	5	5	7	3	3	1527	2.5	rna18417_gene=LOC100056948
1	3	2	5	3	2	3	2	1	1	555	0.333333333333333	rna18418_gene=LOC102150592
1	3	2	1	1	2	1	0	0	0	654	-0.333333333333333	rna18419_gene=IZUMO2
8	3	15	5	7	2	15	3	13	2	4044	1.47222222222222	rna18420_gene=MYH14
0	0	5	3	5	3	2	8	2	1	1206	0.888888888888889	rna18421_gene=NAPSA
0	1	2	2	2	1	4	1	1	1	1374	-2.33333333333333	rna18422_gene=NR1H2
7	3	9	4	6	2	10	1	5	1	3324	1.10714285714286	rna18423_gene=POLD1
7	4	13	4	8	2	12	2	4	0	3081	0.521825396825397	rna18425_gene=MYBPC2
4	1	4	2	2	1	1	1	2	0	858	2.06666666666667	rna18426_gene=EMC10
